Name,Device ID,Scheduled Time,Issued Time,Response Time,Duration (minutes),Location,[5_SAQ] Currently I don't feel entangled in my thoughts.,[7_SAQ] At the moment I feel determined to stick to my current task until it's complete.,[8_SAQ] Any feelings of inadequacy I experience right now are shared by most people.,[13_SAQ] Right now I don't feel confident in my ability to effectively accomplish my current task.,[9_SAQ] Right now I am giving myself the caring and tenderness I need towards my negative feelings.,[10_SAQ] Right now I believe I can succeed in my current task if I set my mind to it.,[11_SAQ] I am currently struggling with my thoughts.,[14_SAQ] At the moment I don't feel committed to my current task as much as I think I should.
User #26319,9bc1c52a9f269e44,2020-04-28 10:07:47 EEST,2020-04-28 10:07:47 EEST,2020-04-28 10:17:43 EEST,596.875,Unknown,(ID 3) Neither,(ID 2) Disagree,(ID 3) Neither,(ID 4) Agree,(ID 2) Disagree,(ID 5) Strongly Agree,(ID 2) Disagree,(ID 5) Strongly Agree
User #26319,9bc1c52a9f269e44,2020-04-28 14:32:24 EEST,2020-04-28 14:32:25 EEST,2020-04-28 14:37:58 EEST,334.165,Unknown,(ID 4) Agree,(ID 3) Neither,(ID 4) Agree,(ID 4) Agree,(ID 3) Neither,(ID 4) Agree,(ID 3) Neither,(ID 4) Agree
User #26319,9bc1c52a9f269e44,2020-04-28 20:48:08 EEST,2020-04-28 20:48:08 EEST,2020-04-28 21:49:34 EEST,3685.965,Unknown,(ID 4) Agree,(ID 3) Neither,(ID 4) Agree,(ID 4) Agree,(ID 3) Neither,(ID 4) Agree,(ID 3) Neither,(ID 4) Agree
User #26319,9bc1c52a9f269e44,2020-04-29 09:30:28 EEST,2020-04-29 09:32:01 EEST,2020-04-29 10:03:13 EEST,1964.591,Unknown,(ID 4) Agree,(ID 4) Agree,(ID 4) Agree,(ID 2) Disagree,(ID 3) Neither,(ID 5) Strongly Agree,(ID 3) Neither,(ID 3) Neither
User #26393,FB522C1556BF4DB197D1C1B5BFF84126,2020-04-26 10:17:50 CEST,2020-04-26 10:17:50 CEST,2020-04-26 10:19:25 CEST,94.987,Unknown,(ID 5) Strongly Agree,(ID 4) Agree,(ID 3) Neither,(ID 2) Disagree,(ID 3) Neither,(ID 4) Agree,(ID 2) Disagree,(ID 2) Disagree
User #26393,FB522C1556BF4DB197D1C1B5BFF84126,2020-04-26 14:21:59 CEST,2020-04-26 14:21:59 CEST,2020-04-26 14:45:00 CEST,1381.064,Unknown,(ID 4) Agree,(ID 2) Disagree,(ID 3) Neither,(ID 3) Neither,(ID 3) Neither,(ID 4) Agree,(ID 2) Disagree,(ID 4) Agree
User #26393,FB522C1556BF4DB197D1C1B5BFF84126,2020-04-26 21:19:51 CEST,2020-04-26 21:19:51 CEST,2020-04-26 22:03:43 CEST,2632.15,Unknown,(ID 2) Disagree,(ID 1) Strongly Disagree,(ID 3) Neither,(ID 1) Strongly Disagree,(ID 3) Neither,(ID 3) Neither,(ID 1) Strongly Disagree,(ID 1) Strongly Disagree
User #26393,FB522C1556BF4DB197D1C1B5BFF84126,2020-04-27 10:26:34 CEST,2020-04-27 10:26:34 CEST,2020-04-27 10:50:18 CEST,1424.058,Unknown,(ID 4) Agree,(ID 2) Disagree,(ID 2) Disagree,(ID 2) Disagree,(ID 2) Disagree,(ID 4) Agree,(ID 2) Disagree,(ID 5) Strongly Agree
User #26393,FB522C1556BF4DB197D1C1B5BFF84126,2020-04-27 14:10:10 CEST,2020-04-27 14:10:10 CEST,2020-04-27 14:14:31 CEST,260.858,Unknown,(ID 2) Disagree,(ID 2) Disagree,(ID 2) Disagree,(ID 2) Disagree,(ID 4) Agree,(ID 4) Agree,(ID 4) Agree,(ID 2) Disagree
User #26393,FB522C1556BF4DB197D1C1B5BFF84126,2020-04-27 21:07:26 CEST,2020-04-27 21:07:26 CEST,2020-04-27 21:34:57 CEST,1651.776,Unknown,(ID 4) Agree,(ID 3) Neither,(ID 3) Neither,(ID 3) Neither,(ID 4) Agree,(ID 3) Neither,(ID 2) Disagree,(ID 2) Disagree
User #26393,FB522C1556BF4DB197D1C1B5BFF84126,2020-04-28 09:01:38 CEST,2020-04-28 09:01:38 CEST,2020-04-28 09:02:57 CEST,79.324,Unknown,(ID 5) Strongly Agree,(ID 3) Neither,(ID 3) Neither,(ID 3) Neither,(ID 5) Strongly Agree,(ID 3) Neither,(ID 1) Strongly Disagree,(ID 3) Neither
User #26393,FB522C1556BF4DB197D1C1B5BFF84126,2020-04-28 14:06:01 CEST,2020-04-28 14:06:01 CEST,2020-04-28 14:09:05 CEST,184.286,Unknown,(ID 2) Disagree,(ID 4) Agree,(ID 3) Neither,(ID 2) Disagree,(ID 3) Neither,(ID 4) Agree,(ID 2) Disagree,(ID 1) Strongly Disagree
User #26393,FB522C1556BF4DB197D1C1B5BFF84126,2020-04-28 20:31:40 CEST,2020-04-28 20:31:40 CEST,2020-04-28 20:34:17 CEST,156.051,Unknown,(ID 4) Agree,(ID 2) Disagree,(ID 2) Disagree,(ID 2) Disagree,(ID 3) Neither,(ID 4) Agree,(ID 2) Disagree,(ID 5) Strongly Agree
User #26393,FB522C1556BF4DB197D1C1B5BFF84126,2020-04-29 09:07:48 CEST,2020-04-29 09:07:48 CEST,2020-04-29 10:36:30 CEST,5322.561,Unknown,(ID 5) Strongly Agree,(ID 3) Neither,(ID 3) Neither,(ID 3) Neither,(ID 5) Strongly Agree,(ID 3) Neither,(ID 1) Strongly Disagree,(ID 4) Agree
User #26393,FB522C1556BF4DB197D1C1B5BFF84126,2020-04-29 15:07:34 CEST,2020-04-29 15:07:34 CEST,2020-04-29 15:08:56 CEST,82.781,Unknown,(ID 5) Strongly Agree,(ID 1) Strongly Disagree,(ID 4) Agree,(ID 2) Disagree,(ID 2) Disagree,(ID 4) Agree,(ID 1) Strongly Disagree,(ID 5) Strongly Agree
User #26393,FB522C1556BF4DB197D1C1B5BFF84126,2020-04-29 21:25:20 CEST,2020-04-29 21:25:20 CEST,2020-04-29 22:55:20 CEST,Expired,Unknown,,,,,,,,
User #26393,FB522C1556BF4DB197D1C1B5BFF84126,2020-04-30 09:44:15 CEST,2020-04-30 09:44:15 CEST,2020-04-30 10:57:16 CEST,4380.918,Unknown,(ID 4) Agree,(ID 4) Agree,(ID 4) Agree,(ID 2) Disagree,(ID 2) Disagree,(ID 4) Agree,(ID 4) Agree,(ID 2) Disagree
User #26393,FB522C1556BF4DB197D1C1B5BFF84126,2020-04-30 14:38:40 CEST,2020-04-30 14:38:40 CEST,2020-04-30 15:39:42 CEST,3661.83,Unknown,(ID 5) Strongly Agree,(ID 4) Agree,(ID 2) Disagree,(ID 2) Disagree,(ID 2) Disagree,(ID 4) Agree,(ID 4) Agree,(ID 2) Disagree
User #26449,6f7ee1e094b055c5,2020-04-28 09:32:01 CEST,2020-04-28 10:02:01 CEST,2020-04-28 10:05:08 CEST,1986.493,Unknown,(ID 4) Agree,(ID 4) Agree,(ID 2) Disagree,(ID 2) Disagree,(ID 4) Agree,(ID 4) Agree,(ID 2) Disagree,(ID 2) Disagree
User #26449,6f7ee1e094b055c5,2020-04-28 14:02:32 CEST,2020-04-28 15:02:32 CEST,2020-04-28 15:08:24 CEST,3951.704,Unknown,(ID 4) Agree,(ID 4) Agree,(ID 2) Disagree,(ID 2) Disagree,(ID 3) Neither,(ID 4) Agree,(ID 2) Disagree,(ID 2) Disagree
User #26449,6f7ee1e094b055c5,2020-04-28 20:41:36 CEST,2020-04-28 20:41:37 CEST,2020-04-28 20:58:26 CEST,1009.663,Unknown,(ID 4) Agree,(ID 4) Agree,(ID 2) Disagree,(ID 2) Disagree,(ID 3) Neither,(ID 4) Agree,(ID 2) Disagree,(ID 2) Disagree
User #26449,6f7ee1e094b055c5,2020-04-29 09:46:14 CEST,2020-04-29 10:16:15 CEST,2020-04-29 10:42:43 CEST,3389.024,Unknown,(ID 4) Agree,(ID 4) Agree,(ID 2) Disagree,(ID 2) Disagree,(ID 3) Neither,(ID 4) Agree,(ID 2) Disagree,(ID 2) Disagree
User #26449,6f7ee1e094b055c5,2020-04-29 14:13:37 CEST,2020-04-29 15:13:37 CEST,2020-04-29 15:15:29 CEST,3711.77,Unknown,(ID 4) Agree,(ID 4) Agree,(ID 2) Disagree,(ID 2) Disagree,(ID 3) Neither,(ID 4) Agree,(ID 2) Disagree,(ID 2) Disagree
User #26449,6f7ee1e094b055c5,2020-04-29 21:10:09 CEST,2020-04-29 21:40:09 CEST,2020-04-29 21:52:29 CEST,2539.372,Unknown,(ID 4) Agree,(ID 4) Agree,(ID 2) Disagree,(ID 2) Disagree,(ID 3) Neither,(ID 4) Agree,(ID 2) Disagree,(ID 2) Disagree
User #26449,6f7ee1e094b055c5,2020-04-30 10:11:46 CEST,2020-04-30 11:11:47 CEST,2020-04-30 11:41:46 CEST,Expired,Unknown,,,,,,,,
User #26449,6f7ee1e094b055c5,2020-04-30 15:22:57 CEST,2020-04-30 16:22:57 CEST,2020-04-30 16:52:57 CEST,Expired,Unknown,,,,,,,,
User #26449,6f7ee1e094b055c5,2020-04-30 21:20:12 CEST,2020-04-30 21:20:12 CEST,2020-04-30 21:41:09 CEST,1257.441,Unknown,(ID 2) Disagree,(ID 3) Neither,(ID 2) Disagree,(ID 2) Disagree,(ID 4) Agree,(ID 4) Agree,(ID 4) Agree,(ID 4) Agree
User #26449,6f7ee1e094b055c5,2020-05-01 10:01:45 CEST,2020-05-01 11:01:45 CEST,2020-05-01 11:31:45 CEST,Expired,Unknown,,,,,,,,
User #26449,6f7ee1e094b055c5,2020-05-01 14:13:31 CEST,2020-05-01 14:13:32 CEST,2020-05-01 14:29:20 CEST,948.86,Unknown,(ID 4) Agree,(ID 4) Agree,(ID 2) Disagree,(ID 2) Disagree,(ID 3) Neither,(ID 4) Agree,(ID 2) Disagree,(ID 2) Disagree
User #26449,6f7ee1e094b055c5,2020-05-01 20:15:48 CEST,2020-05-01 21:15:48 CEST,2020-05-01 21:41:39 CEST,5151.19,Unknown,(ID 4) Agree,(ID 4) Agree,(ID 2) Disagree,(ID 2) Disagree,(ID 3) Neither,(ID 4) Agree,(ID 2) Disagree,(ID 2) Disagree
User #26449,6f7ee1e094b055c5,2020-05-02 09:21:48 CEST,2020-05-02 09:21:49 CEST,2020-05-02 09:26:48 CEST,300.107,Unknown,(ID 4) Agree,(ID 4) Agree,(ID 2) Disagree,(ID 2) Disagree,(ID 3) Neither,(ID 4) Agree,(ID 2) Disagree,(ID 2) Disagree
User #26449,6f7ee1e094b055c5,2020-05-02 14:47:34 CEST,2020-05-02 15:47:34 CEST,2020-05-02 16:17:34 CEST,Expired,Unknown,,,,,,,,
User #26449,6f7ee1e094b055c5,2020-05-02 21:28:09 CEST,2020-05-02 22:28:09 CEST,2020-05-02 22:58:09 CEST,Expired,Unknown,,,,,,,,
User #26449,6f7ee1e094b055c5,2020-05-03 10:28:55 CEST,2020-05-03 11:28:55 CEST,2020-05-03 11:58:55 CEST,Expired,Unknown,,,,,,,,
User #26449,6f7ee1e094b055c5,2020-05-03 14:19:07 CEST,2020-05-03 15:19:07 CEST,2020-05-03 15:32:04 CEST,4377.131,Unknown,(ID 4) Agree,(ID 4) Agree,(ID 2) Disagree,(ID 2) Disagree,(ID 3) Neither,(ID 4) Agree,(ID 2) Disagree,(ID 2) Disagree
User #26449,6f7ee1e094b055c5,2020-05-03 20:01:17 CEST,2020-05-03 21:01:17 CEST,2020-05-03 21:31:17 CEST,Expired,Unknown,,,,,,,,
User #26449,6f7ee1e094b055c5,2020-05-04 09:21:08 CEST,2020-05-04 09:21:09 CEST,2020-05-04 09:25:52 CEST,283.836,Unknown,(ID 2) Disagree,(ID 4) Agree,(ID 3) Neither,(ID 2) Disagree,(ID 4) Agree,(ID 4) Agree,(ID 4) Agree,(ID 2) Disagree
User #26449,6f7ee1e094b055c5,2020-05-04 14:22:33 CEST,2020-05-04 14:22:35 CEST,2020-05-04 14:52:43 CEST,1809.761,Unknown,(ID 2) Disagree,(ID 4) Agree,(ID 2) Disagree,(ID 2) Disagree,(ID 4) Agree,(ID 4) Agree,(ID 4) Agree,(ID 2) Disagree
User #26449,6f7ee1e094b055c5,2020-05-04 20:32:39 CEST,2020-05-04 21:32:39 CEST,2020-05-04 22:02:39 CEST,Expired,Unknown,,,,,,,,
User #26449,6f7ee1e094b055c5,2020-05-05 09:07:16 CEST,2020-05-05 09:07:17 CEST,2020-05-05 09:29:03 CEST,1307.223,Unknown,(ID 4) Agree,(ID 4) Agree,(ID 2) Disagree,(ID 2) Disagree,(ID 3) Neither,(ID 4) Agree,(ID 2) Disagree,(ID 2) Disagree
User #26449,6f7ee1e094b055c5,2020-05-05 14:20:18 CEST,2020-05-05 15:20:18 CEST,2020-05-05 15:29:44 CEST,4166.126,Unknown,(ID 2) Disagree,(ID 4) Agree,(ID 2) Disagree,(ID 4) Agree,(ID 4) Agree,(ID 4) Agree,(ID 4) Agree,(ID 2) Disagree
User #26449,6f7ee1e094b055c5,2020-05-05 21:02:23 CEST,2020-05-05 21:02:24 CEST,2020-05-05 21:29:40 CEST,1637.626,Unknown,(ID 4) Agree,(ID 4) Agree,(ID 2) Disagree,(ID 2) Disagree,(ID 3) Neither,(ID 4) Agree,(ID 2) Disagree,(ID 2) Disagree
User #26512,5413ac15175b5cc4,2020-05-01 10:03:55 CEST,2020-05-01 10:05:00 CEST,2020-05-01 11:06:25 CEST,3750.597,Unknown,(ID 4) Agree,(ID 4) Agree,(ID 4) Agree,(ID 2) Disagree,(ID 4) Agree,(ID 4) Agree,(ID 2) Disagree,(ID 2) Disagree
User #26512,5413ac15175b5cc4,2020-05-01 14:19:42 CEST,2020-05-01 14:19:42 CEST,2020-05-01 14:39:53 CEST,1210.625,Unknown,(ID 4) Agree,(ID 3) Neither,(ID 4) Agree,(ID 2) Disagree,(ID 4) Agree,(ID 4) Agree,(ID 2) Disagree,(ID 4) Agree
User #26512,5413ac15175b5cc4,2020-05-01 20:26:46 CEST,2020-05-01 20:26:46 CEST,2020-05-01 20:43:12 CEST,986.409,Unknown,(ID 3) Neither,(ID 2) Disagree,(ID 2) Disagree,(ID 3) Neither,(ID 4) Agree,(ID 2) Disagree,(ID 2) Disagree,(ID 4) Agree
User #26512,5413ac15175b5cc4,2020-05-02 10:16:44 CEST,2020-05-02 10:16:44 CEST,2020-05-02 10:48:42 CEST,1917.721,Unknown,(ID 5) Strongly Agree,(ID 3) Neither,(ID 4) Agree,(ID 2) Disagree,(ID 4) Agree,(ID 4) Agree,(ID 2) Disagree,(ID 2) Disagree
User #26512,5413ac15175b5cc4,2020-05-02 15:17:15 CEST,2020-05-02 15:19:45 CEST,2020-05-02 16:24:32 CEST,4037.309,Unknown,(ID 4) Agree,(ID 3) Neither,(ID 4) Agree,(ID 2) Disagree,(ID 4) Agree,(ID 4) Agree,(ID 2) Disagree,(ID 4) Agree
User #26512,5413ac15175b5cc4,2020-05-02 21:26:18 CEST,2020-05-02 21:27:33 CEST,2020-05-02 21:59:40 CEST,2002.323,Unknown,(ID 4) Agree,(ID 4) Agree,(ID 4) Agree,(ID 4) Agree,(ID 4) Agree,(ID 4) Agree,(ID 1) Strongly Disagree,(ID 2) Disagree
User #26512,5413ac15175b5cc4,2020-05-03 10:27:22 CEST,2020-05-03 10:27:22 CEST,2020-05-03 10:37:26 CEST,603.586,Unknown,(ID 4) Agree,(ID 2) Disagree,(ID 4) Agree,(ID 2) Disagree,(ID 4) Agree,(ID 4) Agree,(ID 2) Disagree,(ID 3) Neither
User #26512,5413ac15175b5cc4,2020-05-03 14:32:38 CEST,2020-05-03 14:33:32 CEST,2020-05-03 15:27:10 CEST,3272.494,Unknown,(ID 4) Agree,(ID 4) Agree,(ID 4) Agree,(ID 2) Disagree,(ID 4) Agree,(ID 4) Agree,(ID 2) Disagree,(ID 2) Disagree
User #26512,5413ac15175b5cc4,2020-05-03 21:15:36 CEST,2020-05-03 21:15:36 CEST,2020-05-03 21:37:55 CEST,1338.396,Unknown,(ID 2) Disagree,(ID 3) Neither,(ID 4) Agree,(ID 3) Neither,(ID 4) Agree,(ID 3) Neither,(ID 2) Disagree,(ID 2) Disagree
User #26512,5413ac15175b5cc4,2020-05-04 09:30:51 CEST,2020-05-04 09:30:51 CEST,2020-05-04 09:53:54 CEST,1383.107,Unknown,(ID 4) Agree,(ID 3) Neither,(ID 3) Neither,(ID 2) Disagree,(ID 2) Disagree,(ID 3) Neither,(ID 2) Disagree,(ID 3) Neither
User #26512,5413ac15175b5cc4,2020-05-04 14:38:11 CEST,2020-05-04 14:40:00 CEST,2020-05-04 15:05:01 CEST,1610.586,Unknown,(ID 4) Agree,(ID 2) Disagree,(ID 4) Agree,(ID 4) Agree,(ID 3) Neither,(ID 4) Agree,(ID 2) Disagree,(ID 5) Strongly Agree
User #26512,5413ac15175b5cc4,2020-05-04 20:23:31 CEST,2020-05-04 20:23:31 CEST,2020-05-04 20:37:52 CEST,861.124,Unknown,(ID 4) Agree,(ID 3) Neither,(ID 4) Agree,(ID 3) Neither,(ID 4) Agree,(ID 4) Agree,(ID 2) Disagree,(ID 3) Neither
User #26512,5413ac15175b5cc4,2020-05-05 09:55:20 CEST,2020-05-05 10:00:00 CEST,2020-05-05 11:18:55 CEST,5014.699,Unknown,(ID 4) Agree,(ID 3) Neither,(ID 4) Agree,(ID 3) Neither,(ID 4) Agree,(ID 3) Neither,(ID 2) Disagree,(ID 3) Neither
User #26512,5413ac15175b5cc4,2020-05-05 15:29:14 CEST,2020-05-05 15:30:00 CEST,2020-05-05 16:03:32 CEST,2057.602,Unknown,(ID 4) Agree,(ID 2) Disagree,(ID 4) Agree,(ID 4) Agree,(ID 4) Agree,(ID 4) Agree,(ID 2) Disagree,(ID 5) Strongly Agree
User #26512,5413ac15175b5cc4,2020-05-05 21:12:49 CEST,2020-05-05 21:12:49 CEST,2020-05-05 21:13:41 CEST,51.929,Unknown,(ID 3) Neither,(ID 2) Disagree,(ID 3) Neither,(ID 4) Agree,(ID 4) Agree,(ID 4) Agree,(ID 3) Neither,(ID 4) Agree
User #26512,5413ac15175b5cc4,2020-05-06 09:12:20 CEST,2020-05-06 09:12:20 CEST,2020-05-06 10:21:32 CEST,4151.459,Unknown,(ID 4) Agree,(ID 3) Neither,(ID 4) Agree,(ID 3) Neither,(ID 4) Agree,(ID 4) Agree,(ID 3) Neither,(ID 3) Neither
User #26512,5413ac15175b5cc4,2020-05-06 14:07:22 CEST,2020-05-06 14:07:22 CEST,2020-05-06 14:43:55 CEST,2193.514,Unknown,(ID 2) Disagree,(ID 3) Neither,(ID 3) Neither,(ID 3) Neither,(ID 4) Agree,(ID 3) Neither,(ID 3) Neither,(ID 4) Agree
User #26512,5413ac15175b5cc4,2020-05-06 21:04:12 CEST,2020-05-06 21:04:12 CEST,2020-05-06 21:13:44 CEST,572.054,Unknown,(ID 3) Neither,(ID 4) Agree,(ID 4) Agree,(ID 2) Disagree,(ID 4) Agree,(ID 3) Neither,(ID 2) Disagree,(ID 2) Disagree
User #26512,5413ac15175b5cc4,2020-05-07 09:47:45 CEST,2020-05-07 09:47:46 CEST,2020-05-07 09:56:18 CEST,512.912,Unknown,(ID 4) Agree,(ID 4) Agree,(ID 4) Agree,(ID 4) Agree,(ID 4) Agree,(ID 4) Agree,(ID 2) Disagree,(ID 3) Neither
User #26512,5413ac15175b5cc4,2020-05-07 15:17:50 CEST,2020-05-07 15:17:51 CEST,2020-05-07 15:22:05 CEST,254.865,Unknown,(ID 4) Agree,(ID 4) Agree,(ID 4) Agree,(ID 2) Disagree,(ID 4) Agree,(ID 4) Agree,(ID 2) Disagree,(ID 2) Disagree
